18:35:26.023691,32.6930,0.0016,-0.3100,32.0,73,47,99
18:36:31.976041,32.6962,0.0016,-0.3100,32.0,73,47,99
18:37:38.043107,32.6929,0.0016,-0.3100,32.0,73,47,99
18:38:43.990581,32.6928,0.0016,-0.3100,32.0,73,47,99
18:39:50.132734,31.9971,0.0015,-0.2694,31.0,75,47,99
18:40:56.064651,31.9937,0.0015,-0.2694,31.0,75,47,99
18:42:02.024140,31.6300,0.0018,-0.2669,31.0,75,46,99
18:43:07.939567,31.9936,0.0015,-0.2694,31.0,75,47,99
18:44:13.996986,31.6299,0.0018,-0.2669,31.0,75,46,99
18:45:19.947299,31.9972,0.0015,-0.2694,31.0,75,47,99
18:46:26.033277,32.0006,0.0015,-0.2694,32.0,75,47,99
18:47:31.957679,31.6301,0.0018,-0.2669,31.0,75,46,99
18:48:37.883613,31.6264,0.0018,-0.2669,31.0,75,46,99
18:49:44.131489,32.3348,0.0019,-0.3075,32.0,73,46,99
18:50:50.121117,32.7030,0.0016,-0.3100,32.0,73,47,99
18:51:55.945698,32.6930,0.0016,-0.3100,32.0,73,47,99
18:53:01.873166,32.7030,0.0016,-0.3100,32.0,73,47,99
18:54:07.941452,32.7030,0.0016,-0.3100,32.0,73,47,99
18:55:13.943267,32.7031,0.0016,-0.3100,32.0,73,47,99
18:56:20.047119,32.6929,0.0016,-0.3100,32.0,73,47,99
18:57:26.131499,32.6995,0.0016,-0.3100,32.0,73,47,99
18:58:32.827288,32.6997,0.0016,-0.3100,32.0,73,47,99
18:59:39.020552,32.6962,0.0016,-0.3100,32.0,73,47,99
19:00:44.982288,32.3381,0.0019,-0.3075,32.0,73,46,99
19:01:50.892996,32.6996,0.0016,-0.3100,32.0,73,47,99
19:02:56.996154,33.0436,0.0013,-0.3124,33.0,73,48,99
19:04:02.874874,33.3862,0.0011,-0.3148,33.0,73,49,99
19:05:08.867958,32.7030,0.0016,-0.3100,32.0,73,47,99
19:06:14.933567,32.6995,0.0016,-0.3100,32.0,73,47,99
19:07:20.945933,32.6963,0.0016,-0.3100,32.0,73,47,99
19:08:26.905614,32.6929,0.0016,-0.3100,32.0,73,47,99
19:09:32.810692,33.0469,0.0013,-0.3124,33.0,73,48,99
19:10:38.886748,32.0005,0.0015,-0.2694,32.0,75,47,99
19:11:44.785237,32.3567,0.0012,-0.2718,32.0,75,48,99
19:12:50.975029,32.6917,0.0009,-0.2742,32.0,75,49,99
19:13:56.783163,32.6951,0.0009,-0.2742,32.0,75,49,99
19:15:02.879193,32.3466,0.0012,-0.2718,32.0,75,48,99
19:16:08.807451,33.0158,0.0007,-0.2767,33.0,75,50,99
19:17:14.814428,32.6985,0.0009,-0.2742,32.0,75,49,99
19:18:20.925706,33.0159,0.0007,-0.2767,33.0,75,50,99
19:19:26.803920,33.0223,0.0007,-0.2767,33.0,75,50,99
19:20:32.756128,33.3287,0.0004,-0.2791,33.0,75,51,99
19:21:38.845350,32.6985,0.0009,-0.2742,32.0,75,49,99
19:22:44.771871,32.6950,0.0009,-0.2742,32.0,75,49,99
19:23:50.804771,32.3466,0.0012,-0.2718,32.0,75,48,99
19:24:56.784617,33.0257,0.0007,-0.2767,33.0,75,50,99
19:26:02.792049,33.0159,0.0007,-0.2767,33.0,75,50,99
19:27:09.072226,33.0159,0.0007,-0.2767,33.0,75,50,99
19:28:16.064252,32.3499,0.0012,-0.2718,32.0,75,48,99
19:31:21.260036,33.0256,0.0007,-0.2767,33.0,75,50,99
19:32:27.750823,33.0193,0.0007,-0.2767,33.0,75,50,99
19:33:33.824207,32.6884,0.0009,-0.2742,32.0,75,49,99
19:34:39.954666,33.7012,0.0008,-0.3173,33.0,73,50,99
