14:12:21.234692,20.9888,0.0049,-0.0242,20.0,84,33,-1,60,0.0167,120.0000,85.6082,60
14:13:27.546114,18.7709,0.0053,0.0243,18.0,86,31,-1,60,0.0167,120.0000,99.3649,60
14:14:34.278266,19.3961,0.0050,0.0218,19.0,86,32,-1,60,0.0167,0.0000,59.6190,60
14:15:40.407302,18.3192,0.0049,0.0659,18.0,87,32,-1,60,0.0167,60.0000,59.7714,60
14:16:47.143542,17.6721,0.0052,0.0683,17.0,87,31,-1,60,0.0167,0.0000,35.8628,60
14:17:53.171120,17.6771,0.0052,0.0683,17.0,87,31,-1,60,0.0167,0.0000,21.5177,60
14:18:59.127215,15.1182,0.0056,0.1177,15.0,89,29,-1,60,0.0167,120.0000,60.9106,60
14:20:05.268501,15.1414,0.0056,0.1177,15.0,89,29,-1,60,0.0167,0.0000,36.5464,60
14:21:11.509714,14.5650,0.0059,0.1202,14.0,89,28,-1,60,0.0167,0.0000,21.9278,60
14:22:18.321506,15.9336,0.0054,0.1153,15.0,89,30,-1,720,0.0167,0.0000,13.1567,720
14:34:25.136850,16.9980,0.0055,0.0707,16.0,87,30,-1,840,0.2000,10.0000,11.8940,840
14:48:31.198624,24.6261,0.0042,-0.1171,24.0,80,36,-1,60,0.2333,30.0000,19.1364,60
14:49:38.339010,25.1591,0.0040,-0.1195,25.0,80,37,-1,900,0.0167,0.0000,11.4818,900
15:04:44.900830,28.0149,0.0029,-0.1714,28.0,78,41,-1,1080,0.2500,8.0000,10.0891,1080
15:22:50.874050,28.4124,0.0033,-0.2104,28.0,77,40,-1,1440,0.3000,3.3333,7.3868,1440
15:46:56.745454,28.8247,0.0031,-0.2129,28.0,77,41,-1,1800,0.4000,0.0000,4.4321,1800
16:17:02.720071,30.4937,0.0026,-0.2587,30.0,75,43,-1,1800,0.5000,4.0000,4.2592,1800
16:47:09.150720,32.0583,0.0015,-0.2685,32.0,75,47,-1,2040,0.5000,0.0000,2.5555,2040
17:21:15.339481,33.7652,0.0008,-0.3163,33.0,73,50,-1,1980,0.5667,3.5294,2.9451,1980
17:54:21.191561,34.6260,-0.0001,-0.3237,34.0,73,53,-1,2160,0.5500,0.0000,1.7671,2160
18:30:27.070953,35.5211,-0.0002,-0.3661,35.0,71,54,-1,2040,0.6000,3.3333,2.3936,2040
