17:43:50.278245,-7.2458,-0.0340,1.1855,13.0,68,59,0
17:53:56.389061,18.8515,-0.0016,0.1385,18.0,68,59,-1
18:04:02.390920,38.0985,-0.0013,-0.4956,38.0,66,59,99
18:14:08.585243,38.2583,-0.0016,-0.4980,38.0,66,60,99
18:24:15.225314,38.4045,-0.0019,-0.5001,38.0,66,61,99
18:34:21.123697,38.4040,-0.0019,-0.5001,38.0,66,61,99
18:44:27.092239,38.6380,-0.0024,-0.5050,38.0,66,63,99
18:54:33.120202,38.7379,-0.0027,-0.5074,38.0,66,64,98
19:04:39.086585,39.1350,-0.0026,-0.5454,39.0,64,64,98
19:14:45.004915,39.2026,-0.0029,-0.5478,39.0,64,65,98
19:24:51.020552,39.2046,-0.0029,-0.5479,39.0,64,65,98
19:34:56.962924,39.2026,-0.0029,-0.5478,39.0,64,65,98
19:45:02.910382,39.3101,-0.0034,-0.5527,39.0,64,67,97
19:55:08.831415,39.2665,-0.0031,-0.5502,39.0,64,66,97
20:05:14.930388,39.2059,-0.0029,-0.5478,39.0,64,65,97
20:15:20.693832,39.2709,-0.0031,-0.5502,39.0,64,66,97
20:25:26.748323,39.2653,-0.0032,-0.5502,39.0,64,66,97
20:35:32.642657,39.3144,-0.0034,-0.5527,39.0,64,67,96
20:45:38.673889,39.3104,-0.0034,-0.5527,39.0,64,67,96
20:55:44.562126,39.3124,-0.0034,-0.5527,39.0,64,67,96
21:05:50.536969,39.3124,-0.0034,-0.5527,39.0,64,67,96
21:15:56.494242,39.3423,-0.0037,-0.5551,39.0,64,68,96
21:26:02.444017,39.6774,-0.0036,-0.5926,39.0,62,68,95
21:36:08.623949,39.6862,-0.0039,-0.5951,39.0,62,69,95
21:46:15.402400,39.6860,-0.0039,-0.5950,39.0,62,69,95
21:56:21.346756,39.6855,-0.0039,-0.5951,39.0,62,69,95
22:06:27.248470,39.6320,-0.0047,-0.6023,39.0,62,72,95
22:16:33.166905,39.8456,-0.0049,-0.6417,39.0,60,73,95
22:26:39.273309,39.8486,-0.0049,-0.6417,39.0,60,73,94
22:36:46.284907,39.7822,-0.0052,-0.6442,39.0,60,74,94
22:46:52.579904,39.6996,-0.0054,-0.6466,39.0,60,75,94
22:56:59.179346,39.6016,-0.0057,-0.6491,39.0,60,76,94
23:07:05.064651,39.0731,-0.0069,-0.6589,39.0,60,80,94
23:17:11.088503,39.3137,-0.0048,-0.5649,39.0,64,72,93
23:27:16.928104,39.3512,-0.0043,-0.5600,39.0,64,70,93
23:37:23.081012,39.3553,-0.0043,-0.5599,39.0,64,70,93
23:47:29.891865,38.9797,-0.0041,-0.5195,38.0,66,69,93
